Name,Games Played,Minutes Played,Points Per Game,Field Goals Made,Field Goals Attempts,Field Goal %,3 Points Made,3 Points Attempts,3 Points %,Free Throws Made,Free Throws Attempts,Free Throws %,Offensive Rebounds,Defensive Rebounds,Rebounds,Assists,Steals,Blocks,Turnovers,TARGET_5Yrs
Chris Robinson,41.0,16.6,4.6,1.7,4.4,37.9,0.8,2.2,38.2,0.4,0.6,61.5,0.6,1.2,1.7,1.6,0.7,0.2,0.8,0
Ray Owes,57.0,10.4,3.1,1.3,3.2,41.7,0.0,0.1,20.0,0.5,0.8,56.5,1.1,1.7,2.9,0.3,0.3,0.3,0.4,0
Brett Szabo,70.0,9.5,2.2,0.8,1.7,44.6,0.0,0.0,0.0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.2,0.5,0.6,0
Jerami Grant,65.0,21.2,6.3,1.9,5.4,35.2,0.8,2.4,31.4,1.8,3.0,59.1,0.8,2.3,3.0,1.2,0.6,1.1,1.3,0
Steve Hamer,35.0,7.7,2.2,0.9,1.6,52.6,0.0,0.1,0.0,0.5,0.8,55.2,0.5,1.2,1.7,0.2,0.1,0.1,0.4,0
Priest Lauderdale,35.0,5.1,3.2,1.4,2.5,55.1,0.0,0.0,0.0,0.4,0.7,56.5,0.5,0.8,1.2,0.3,0.0,0.3,1.1,0
Ashraf Amaya,54.0,20.4,6.3,2.2,4.7,48.0,0.0,0.0,0.0,1.8,2.8,65.1,2.1,3.5,5.6,0.6,0.4,0.2,1.1,0
Loren Meyer,72.0,17.6,5.0,2.0,4.6,43.9,0.0,0.2,27.3,1.0,1.4,68.6,1.6,2.8,4.4,0.8,0.3,0.4,0.9,0
Jimmy King,62.0,14.0,4.5,1.8,4.1,43.1,0.1,0.5,14.7,0.9,1.2,70.1,0.7,1.1,1.8,1.4,0.3,0.2,1.0,0
Shawn Respert,62.0,13.6,4.9,1.8,4.7,38.7,0.7,2.0,34.4,0.6,0.7,83.3,0.5,0.7,1.2,1.1,0.5,0.1,0.7,0
Shabazz Napier,51.0,19.8,5.1,1.7,4.5,38.2,0.8,2.3,36.4,0.9,1.1,78.6,0.3,1.9,2.2,2.5,0.8,0.1,1.6,0
Lawrence Moten,44.0,13.0,6.6,2.5,5.6,45.3,0.4,1.3,32.7,1.1,1.7,65.3,0.8,0.6,1.4,1.1,0.7,0.2,1.0,0
Terrence Rencher,36.0,11.3,2.9,0.9,2.8,33.0,0.3,0.8,31.0,0.9,1.3,67.4,0.3,1.0,1.2,1.5,0.4,0.1,1.2,0
Elijah Millsap,47.0,19.7,5.3,1.7,5.1,34.0,0.6,1.9,31.1,1.2,1.8,67.4,0.6,2.6,3.2,1.2,1.2,0.3,1.4,0
Jerome Allen,41.0,8.8,2.6,0.9,2.6,34.3,0.2,0.8,30.3,0.6,0.9,72.2,0.1,0.5,0.6,1.2,0.5,0.1,0.8,0
Junior Burrough,61.0,8.1,3.1,1.0,2.8,37.6,0.0,0.0,0.0,1.0,1.5,65.6,0.7,1.0,1.8,0.2,0.3,0.2,0.7,0
Lou Roe,49.0,7.6,1.8,0.7,1.8,35.6,0.0,0.2,22.2,0.5,0.7,75.0,0.6,1.0,1.6,0.3,0.2,0.2,0.3,0
Marques Bragg,53.0,7.0,2.5,1.0,2.3,45.0,0.0,0.0,0.0,0.4,0.8,56.1,0.7,0.8,1.5,0.2,0.3,0.1,0.5,0
Todd Mundt,33.0,4.6,1.1,0.5,1.2,39.0,0.0,0.0,0.0,0.2,0.2,62.5,0.3,0.5,0.8,0.1,0.1,0.1,0.1,0
Tarik Black,63.0,19.0,6.0,2.5,4.3,57.5,0.0,0.0,0.0,1.0,1.9,55.1,2.3,3.6,5.8,0.7,0.3,0.4,0.8,0
Tyler Johnson,32.0,18.8,5.9,2.2,5.2,41.9,0.6,1.5,37.5,1.0,1.5,68.1,0.4,2.1,2.5,1.3,1.0,0.3,0.9,0
Ryan Lorthridge,37.0,18.2,7.4,2.9,6.0,47.5,0.1,0.4,21.4,1.5,2.4,64.8,0.6,1.3,1.9,2.7,0.8,0.0,1.5,0
Derrick Alston,64.0,16.1,4.7,1.9,4.0,46.5,0.0,0.1,0.0,0.9,1.9,49.2,1.5,1.9,3.4,0.5,0.6,0.6,0.8,0
Anthony Tucker,62.0,15.8,3.9,1.5,3.4,45.7,0.0,0.0,0.0,0.8,1.3,61.4,0.7,2.0,2.7,1.1,0.7,0.2,0.9,0
B.J. Tyler,55.0,14.7,3.5,1.3,3.4,38.1,0.3,0.9,31.4,0.6,0.9,70.0,0.2,0.9,1.1,3.2,0.7,0.0,1.8,0
Jamie Watson,60.0,11.2,3.3,1.3,2.5,50.0,0.1,0.3,26.3,0.6,0.9,67.9,0.3,1.0,1.2,1.0,0.6,0.2,0.8,0
Tony Dumas,58.0,10.6,4.6,1.7,4.3,38.4,0.4,1.3,30.1,0.9,1.3,64.9,0.6,0.5,1.1,1.0,0.2,0.1,0.9,0
Dwayne Morton,41.0,9.6,4.1,1.2,3.1,38.8,0.2,0.6,36.0,1.4,2.1,68.2,0.5,0.9,1.4,0.4,0.3,0.4,0.7,0
Tim Breaux,42.0,8.1,3.0,1.1,2.9,37.2,0.1,0.6,24.0,0.8,1.2,65.3,0.4,0.4,0.8,0.4,0.3,0.1,0.4,0
Trevor Ruffin,49.0,6.5,4.8,1.7,4.0,42.6,0.8,2.0,38.4,0.6,0.8,71.1,0.2,0.3,0.5,1.0,0.3,0.0,1.0,0
Brooks Thompson,38.0,6.5,3.1,1.2,3.0,39.5,0.5,1.5,31.0,0.2,0.3,66.7,0.2,0.4,0.6,1.1,0.3,0.1,0.7,0
Aaron Gordon,47.0,17.0,5.2,2.0,4.4,44.7,0.3,1.0,27.1,0.9,1.3,72.1,1.0,2.6,3.6,0.7,0.5,0.5,0.8,0
Harold Ellis,49.0,18.8,8.7,3.2,6.0,54.5,0.0,0.1,0.0,2.2,3.0,71.1,1.9,1.2,3.1,0.6,1.5,0.0,0.9,0
Darren Morningstar,23.0,16.0,4.2,1.7,3.6,47.6,0.0,0.0,0.0,0.8,1.3,60.0,1.3,2.2,3.5,0.7,0.6,0.1,0.8,0
Markel Brown,47.0,16.6,4.6,1.6,4.5,36.2,0.4,1.4,26.6,1.0,1.2,82.5,0.3,1.9,2.3,0.8,0.7,0.3,0.6,0
Acie Earl,74.0,15.5,5.5,2.0,5.0,40.6,0.0,0.0,0.0,1.5,2.2,67.5,1.1,2.2,3.3,0.2,0.3,0.7,1.0,0
Mike Peplowski,55.0,12.1,3.2,1.4,2.6,53.9,0.0,0.0,0.0,0.4,0.8,54.5,0.9,2.2,3.1,0.4,0.3,0.5,0.6,0
Cleanthony Early,39.0,16.6,5.4,1.9,5.5,35.5,0.6,2.2,26.2,0.9,1.2,75.0,0.6,1.9,2.5,0.9,0.6,0.3,1.0,0
Josh Grant,53.0,7.2,3.0,1.1,2.8,40.4,0.3,1.2,27.9,0.4,0.5,75.9,0.5,1.2,1.7,0.5,0.3,0.1,0.6,0
Brian Davis,68.0,5.5,1.9,0.6,1.9,31.7,0.0,0.0,33.3,0.7,1.0,73.5,0.3,0.5,0.8,0.3,0.2,0.1,0.3,0
Walter Bond,74.0,21.3,8.0,3.1,7.6,40.2,0.1,0.6,16.7,1.7,2.3,77.2,0.7,1.9,2.6,1.6,1.0,0.2,1.5,0
Andre Spencer,20.0,21.1,9.4,3.7,8.2,44.8,0.0,0.1,0.0,2.1,2.7,75.9,1.9,2.2,4.1,1.2,0.8,0.3,1.3,0
Harold Miner,73.0,18.9,10.3,4.0,8.4,47.5,0.0,0.1,33.3,2.2,2.9,76.2,1.0,1.0,2.0,1.0,0.5,0.1,1.3,0
T.J. Warren,40.0,15.4,6.1,2.8,5.4,52.8,0.1,0.5,23.8,0.4,0.5,73.7,1.0,1.1,2.1,0.6,0.5,0.2,0.7,0
Byron Houston,79.0,16.1,5.3,1.8,4.1,44.6,0.0,0.1,28.6,1.6,2.5,66.5,1.5,2.5,4.0,0.9,0.6,0.5,1.1,0
Chris Smith,80.0,15.8,4.3,1.6,3.6,43.3,0.0,0.2,14.3,1.2,1.5,79.2,0.4,0.8,1.2,2.5,0.6,0.2,0.8,0
Marlon Maxey,43.0,12.1,5.4,2.2,3.9,55.0,0.0,0.0,0.0,1.0,1.6,64.3,1.5,2.3,3.8,0.3,0.3,0.4,0.9,0
